b,r1,r2
b25077,2.788939614,-2.898109166
b25078,1.917806372,-4.130532786
b25079,2.462323716,-4.58235626
b25080,3.422400084,-3.490683124
b25081,2.59156684,-2.744187349
b25082,1.205006272,-1.40165686
b25083,3.882879744,-2.68332949
b25084,2.833566422,-1.28673839
b25085,3.637554707,-2.389781997
b25086,2.788617927,-3.798373224
b25087,2.629086419,-3.152649996
b25088,3.305467253,-2.726062105
b25089,2.531302484,-0.691055151
b25090,1.833855259,-2.948666972
b25091,1.036011751,-2.991626391
b25092,1.688469489,-2.818007104
b25093,2.307829641,-3.664978871
b25094,1.45490015,-4.293984077
b25095,2.678485858,-1.944155877
b25096,1.111608845,-1.977471818
b25097,2.6712763,-2.084979985
b25098,1.809823496,-4.450224678
b25099,3.443939939,-3.355014999
b25100,0.934129274,-1.369146812
b25101,0.935866937,-2.303751322
b25102,5.018782666,-2.280202997
b25103,2.570315384,-2.472188018
b25104,3.4706757,-3.558185718
b25105,0.517578007,-3.256106656
b25106,0.81073463,-5.897657177
b25107,0.693398543,-2.160174875
b25108,2.563210037,-2.135158044
b25109,2.661339255,-2.444043959
b25110,3.551641963,-2.278562982
b25111,3.065151534,-1.529411921
b25112,2.988763991,-1.661709211
b25113,2.28071787,-3.242627755
b25114,2.406067402,-4.246647524
b25115,3.022460761,-2.039945098
b25116,2.213857443,-3.479891455
b25117,2.180262848,-3.35100036
b25118,4.02243372,-2.70787004
b25119,1.336953505,-3.547481345
b25120,3.152327909,-1.670316729
b25121,4.201676892,-3.36513447
b25122,2.522544401,-3.558430136
b25123,2.770899381,-2.057736656
b25124,2.559929392,-0.888127154
b25125,2.488459754,-2.099294443
b25126,1.47906739,-4.024980468
b25127,3.076373025,-4.314685911
b25128,2.53753611,-2.149564505
b25129,2.197298563,-3.766554427
b25130,3.946301127,-2.267754818
b25131,2.778967887,-3.114131874
b25132,3.691254835,-2.698031968
b25133,2.036845485,-2.719488217
b25134,5.719071787,-4.164768005
b25135,3.21406075,-4.651529869
b25136,1.192181255,-5.466385355
b25137,2.157291935,-1.555160812
b25138,0.638663816,-1.429414321
b25139,1.148787897,-1.321384716
b25140,2.962265331,-2.69148116
b25141,2.493075542,-3.489750711
b25142,2.673087787,-3.136897262
b25143,1.333158174,-2.45382245
b25144,3.829961906,-4.090977689
b25145,3.587882899,-3.141708096
b25146,3.006193674,-1.355210957
b25147,4.61863319,-3.735176709
b25148,2.82700684,-3.830497782
b25149,2.083128224,-1.740223747
b25150,4.040258688,-3.849431434
b25151,4.071015719,-2.656429962
b25152,3.681390083,-2.641435617
b25153,1.965570482,-0.525279733
b25154,3.720469341,-3.950699204
b25155,0.825377203,-2.657931555
b25156,4.985493738,-0.868909677
b25157,2.12763448,-1.851507471
b25158,3.672874297,-2.505081347
b25159,3.386681688,-1.750818303
b25160,4.273349005,-3.242230802
b25161,1.672989583,-0.683312057
b25162,3.716477013,-1.830210052
b25163,3.633424571,-3.133166342
b25164,3.225701325,-1.515800288
b25165,2.703907747,-3.871557386
b25166,3.473867795,-1.323097231
b25167,3.00525931,-1.066366894
b25168,2.284335044,-1.899239345
b25169,3.493618129,-3.487288268
b25170,4.473856598,-3.023731298
b25171,2.881767732,-1.699611251
b25172,2.486490085,-3.715348989
b25173,4.510349556,-2.02305269
b25174,3.063385549,-2.952018277
b25175,1.833879085,-1.627417147
b25176,3.619098296,-1.419281927
b25177,0.494338415,-3.543914916
b25178,1.360109666,-3.505063091
b25179,3.561162568,-3.389873922
b25180,3.779392111,-1.068005586
b25181,2.409130211,-1.096353256
b25182,1.984889907,-3.887527779
b25183,3.139457527,-2.31412008
b25184,3.129626069,-2.030243111
b25185,2.6249677,-3.710315601
b25186,3.521851395,-2.862887629
b25187,3.857359875,-3.281932937
b25188,2.136125643,-2.841695355
b25189,3.671638357,-2.320682767
b25190,4.167767723,-2.358089193
b25191,2.872674639,-4.005796113
b25192,2.583617951,-0.543918648
b25193,1.392233676,-2.118573189
b25194,2.200564105,-2.503006084
b25195,1.441114387,-2.300775997
b25196,1.778739122,-3.330682509
b25197,3.722107002,-2.479697144
b25198,0.829467347,-4.102999233
b25199,4.785156926,-2.047388888
b25200,3.453567941,-3.47894882
b25201,2.507594757,-3.384105521
b25202,3.40550347,-3.753837563
b25203,1.786707721,-2.994338929
b25204,0.746335511,-2.735722227
b25205,2.536230833,-3.500251142
b25206,2.66377346,-1.810567377
b25207,3.121396219,-3.936353566
b25208,3.073393907,-2.45893619
b25209,2.386450806,-1.350260921
b25210,3.136251493,-3.303074141
b25211,1.447399823,-2.537808377
b25212,2.793629733,-4.269385697
b25213,3.555485164,-1.818708903
b25214,1.177616941,-2.783932825
b25215,2.623172539,-1.957510784
b25216,3.651997557,-4.230473171
b25217,4.205683392,-4.004632201
b25218,1.441371801,-3.803566504
b25219,3.597568738,-2.925130028
b25220,3.644193209,-4.065421849
b25221,2.808561971,-1.228219485
b25222,1.095022393,-2.443543109
b25223,2.081719834,-4.096392519
b25224,1.22989501,-3.084762647
b25225,3.772869877,-3.489854302
b25226,4.051599179,-3.167593662
b25227,0.540246529,-4.425666558
b25228,1.017923734,-2.906374987
b25229,2.42701758,-5.257140476
b25230,3.628806269,-3.182152151
b25231,2.682490366,-3.009357836
b25232,1.7275202,-1.895102751
b25233,5.01270633,-3.209827833
b25234,3.526834738,-3.117204994
b25235,4.018422702,-1.23073411
b25236,3.18453056,-1.707062316
b25237,4.617400596,-4.424705463
b25238,4.760475963,-3.748196287
b25239,1.920705561,-3.4304891
b25240,3.013694606,-1.989901393
b25241,1.412903741,-2.813494688
b25242,4.498795457,-1.373261374
b25243,3.329772859,-2.263123864
b25244,3.469887613,-2.367465642
b25245,4.22492885,-1.653686923
b25246,3.25441575,-1.617302047
b25247,3.462018988,-3.812541411
b25248,2.085005476,-1.80196616
b25249,2.738383932,-2.361133302
b25250,2.897907695,-3.535201491
b25251,2.808038029,-2.650152243
b25252,3.341670074,-3.311245521
b25253,4.150270191,-3.517385419
b25254,1.972571387,-2.938863053
b25255,4.074367442,-3.033981906
b25256,2.945492693,-4.594085042
b25257,3.852473165,-1.8301785
b25258,3.460180531,-1.289720567
b25259,4.203140731,-4.035022552
b25260,2.733005014,-1.529504744
b25261,2.703631778,-3.520018187
b25262,1.621571247,-4.005689363
b25263,2.520611818,-2.600191734
b25264,3.304331621,-3.18110442
b25265,3.711479705,-3.231264858
b25266,2.73858401,-3.381326386
b25267,1.276473924,-3.57979862
b25268,1.500525379,-4.31557684
b25269,2.720279936,-3.073517931
b25270,2.05511172,-2.251014812
b25271,2.863640607,-1.471682368
b25272,3.214892745,-3.899121141
b25273,0.657055312,-2.118684798
b25274,2.58615373,-3.654875191
b25275,2.066264881,-3.191246428
b25276,2.173498905,-2.93599155
b25277,2.53428996,-1.648009862
b25278,2.324685312,-2.559970861
b25279,2.651052593,-3.595851188
b25280,1.6590596,-4.043027994
b25281,3.103308374,-3.258150686
b25282,3.406542482,-1.463673505
b25283,3.23285278,-1.575339987
b25284,4.583789241,-3.320686065
b25285,3.154875641,-3.61278751
b25286,2.482129811,-2.10088404
b25287,2.189830412,-3.137912043
b25288,2.03585294,-1.740647852
b25289,2.82626675,-1.154803385
b25290,3.487257517,-1.950652749
b25291,2.67392805,-2.80972909
b25292,1.272144741,-3.30222787
b25293,2.424135637,-2.654568896
b25294,4.903735522,-2.220459556
b25295,2.938649386,-1.127906266
b25296,1.941346597,-2.020699379
b25297,3.000803182,-3.675688636
b25298,2.70268039,-2.780268427
b25299,4.169500461,-2.069047518
b25300,2.238086236,-3.933586008
b25301,1.072775417,-1.141332786
b25302,4.711747068,-2.555376719
b25303,3.846937797,-2.784697876
b25304,5.008484364,-4.061011793
b25305,1.815204805,-0.768674104
b25306,3.843420416,-4.956195057
b25307,1.864867664,-3.472899496
b25308,0.874275086,-3.511237038
b25309,2.523680097,-3.29872555
b25310,3.517036915,-1.843320231
b25311,2.875050422,-2.839260521
b25312,2.854518583,-3.524802951
b25313,3.283995922,-3.9853343
b25314,3.555214963,-2.10794639
b25315,2.306298374,-2.316051334
b25316,3.188244026,-3.355593349
b25317,2.376407184,-4.635834903
b25318,2.657743609,-2.194457794
b25319,2.030386604,-4.684081931
b25320,2.573640868,-3.019102038
b25321,3.900478511,-0.112886131
b25322,3.165128992,-2.408215707
b25323,3.03226182,-2.381385166
b25324,1.178054113,-4.426093281
b25325,3.192545833,-1.749928369
b25326,3.735512958,-4.603964827
b25327,2.32732086,-2.816430725
b25328,2.574274872,-4.640733863
b25329,0.848173212,-3.171534004
b25330,2.254887207,-2.190628323
b25331,3.077445611,-2.470623524
b25332,1.008933528,-2.637187579
b25333,2.038547727,-2.946389149
b25334,3.951216954,-2.496436925
b25335,2.932735026,-3.769153356
b25336,5.42081227,-2.801034777
b25337,1.979857894,-3.733036544
b25338,2.182212631,-0.917014255
b25339,3.710307572,-3.2652494
b25340,3.241092527,-4.564972687
b25341,-0.708429155,-2.436066346
b25342,4.589984066,-2.173357696
b25343,2.776689395,-2.137490097
b25344,3.092338071,-2.777111731
b25345,3.508631253,-3.676670197
b25346,2.25539676,-1.936656419
b25347,3.960612742,-2.908788405
b25348,2.338148919,-5.149032251
b25349,4.124786735,-3.502574724
b25350,3.381775489,-2.726229499
b25351,3.32926647,-3.24493214
b25352,2.941976426,-1.917620816
b25353,1.60902023,-3.683909644
b25354,2.774640185,-3.507915606
b25355,2.805124011,-2.451357218
b25356,3.532820808,-2.279265778
b25357,1.836976361,-2.479601684
b25358,3.358896649,-5.577882762
b25359,3.495988473,-4.361550395
b25360,2.118020417,-2.409073289
b25361,1.117306867,-4.089023341
b25362,1.9322366,-2.974077014
b25363,1.960623127,-2.437296605
b25364,1.972728682,-3.871521117
b25365,3.32236488,-2.221395049
b25366,3.126019819,-5.26496843
b25367,0.962282602,-3.329702973
b25368,3.6023755,-2.146546197
b25369,2.031649117,-3.980141343
b25370,1.671131394,-3.972946438
b25371,3.116088897,-3.347771823
b25372,2.550384646,-1.209795509
b25373,3.733620963,-3.676485357
b25374,3.210339298,-2.725025265
b25375,1.497649472,-3.718662394
b25376,2.24144912,-2.857012789
b25377,3.33328302,-3.053759215
b25378,2.62978839,-4.356495985
b25379,2.875442638,-2.426069332
b25380,0.999796452,-5.544894432
b25381,4.199443561,-3.36263813
b25382,2.417807517,-3.178965352
b25383,3.688989643,-3.833946314
b25384,2.953148783,-2.868173112
b25385,4.909175332,-3.128533042
b25386,2.6883092,-2.784765317
b25387,2.646804704,-2.954970037
b25388,4.39015621,-3.416688205
b25389,-1.268836617,-2.902020501
b25390,2.594533161,-4.453283989
b25391,3.593778217,-2.282462275
b25392,1.921610513,-3.399336778
b25393,2.029507588,-2.65885
b25394,1.497441661,-2.765848623
b25395,5.107190934,-1.235189545
b25396,2.160927774,-2.806669451
b25397,3.835851351,-3.042645556
b25398,2.732953869,-2.007814996
b25399,2.244820434,-2.232138404
b25400,2.246738603,-3.442553129
b25401,4.609300561,-3.047078301
b25402,2.377858881,-3.675418227
b25403,1.560302454,-1.539355019
b25404,1.556473297,-4.133810179
b25405,2.403555529,-2.249006167
b25406,2.078387976,-3.373418414
b25407,3.917185197,-2.72649836
b25408,2.536966734,-3.305968294
b25409,1.901444596,-2.820665985
b25410,3.661400747,-4.715144056
b25411,3.476752571,-0.947165545
b25412,4.858702736,-1.87865121
b25413,1.363653776,-3.843193474
b25414,2.732554743,-2.643567869
b25415,3.184134587,-4.16347835
b25416,2.813102458,-0.613246812
b25417,1.385657036,-3.844144022
b25418,3.052039085,-2.752266797
b25419,3.182090427,-3.556809223
b25420,3.768347347,-4.223215038
b25421,3.133073241,-4.181480533
b25422,2.926916345,-1.556796132
b25423,1.068139153,-2.750985714
b25424,4.470776482,-3.937181207
b25425,2.043002748,-2.858282184
b25426,3.168907832,-2.628969863
b25427,3.953076002,-1.990791845
b25428,1.672971364,-3.538756276
b25429,1.330574612,-2.034590208
b25430,1.367646284,-3.06206454
b25431,1.979390473,-2.196923312
b25432,2.4346172,-1.959384952
b25433,2.3373675,-4.260433744
b25434,1.798797799,-3.671178812
b25435,0.525908204,-3.099155051
b25436,5.17806952,-2.210914981
b25437,2.152646471,-1.812965001
b25438,3.506140201,-4.211807496
b25439,1.985348221,-3.07235207
b25440,2.762179624,-1.886373167
b25441,2.100225484,-3.95086398
b25442,1.882517352,-2.12479193
b25443,3.469270687,-3.649304754
b25444,0.540990104,-2.043160333
b25445,1.636858438,-2.786851276
b25446,2.344785078,-2.875131208
b25447,3.83166248,-3.432018065
b25448,4.048485282,-2.223610755
b25449,1.992952776,-2.184489653
b25450,2.557125428,-2.447651086
b25451,4.657509321,-2.502161532
b25452,1.466799611,-3.304179907
b25453,1.948971377,-2.851809738
b25454,3.725323183,-3.113216955
b25455,1.800316509,-3.078971571
b25456,2.720257268,-2.702933274
b25457,3.555521382,-2.634890041
b25458,3.422334945,-3.49851459
b25459,1.938201288,-4.485522052
b25460,3.526620138,-3.432796681
b25461,2.792989428,-5.341868896
b25462,2.615791085,-4.037997678
b25463,2.748870794,-3.852701271
b25464,2.670239746,-2.752390084
b25465,3.233153286,-3.37018033
b25466,2.617109071,-3.478771225
b25467,4.373283879,-1.690114976
b25468,0.907093751,-2.289573302
b25469,4.158004665,-1.741127444
b25470,3.756321474,-2.581891507
b25471,2.317433822,-2.232699206
b25472,2.052993612,-3.961306382
b25473,2.149772502,-1.663979852
b25474,3.669659798,-4.112359581
b25475,2.716977935,-2.273708678
b25476,1.430144443,-3.368361727
b25477,3.039554928,-3.937281078
b25478,3.942331439,-1.407294576
b25479,3.093387526,-5.761182371
b25480,3.626764919,-2.41978927
b25481,2.742939296,-3.303805873
b25482,3.701810079,-2.448847773
b25483,3.773979066,-0.758652506
b25484,3.921532524,-2.947423105
b25485,1.65905461,-1.632896102
b25486,3.634844506,-1.582031645
b25487,2.011284502,-2.304595374
b25488,5.257782853,-2.39417123
b25489,3.192695108,-1.916736232
b25490,4.080534529,-3.652335402
b25491,2.851861379,-3.528237526
b25492,2.109918786,-2.320233632
b25493,2.197125006,-2.926034186
b25494,3.098661432,-4.392656106
b25495,1.76241079,-2.817108008
b25496,0.562137219,-2.506748471
b25497,3.642653383,-3.118073516
b25498,4.443777969,-2.73511613
b25499,3.290061648,-3.421560661
b25500,3.275952876,-3.612122083
b25501,2.062982234,-2.669552454
b25502,4.319176474,-2.713811915
b25503,1.689532405,-3.862438496
b25504,0.600386722,-3.954416089
b25505,3.135276336,-3.064804992
b25506,2.754670825,-2.444849978
b25507,2.055321409,-2.364626369
b25508,3.047774287,-3.321318281
b25509,2.38793259,-3.079343332
b25510,1.426633496,-3.664871389
b25511,2.039739789,-2.88896661
b25512,3.732548253,-2.885771309
b25513,1.513027171,-3.142092004
b25514,4.267853124,-1.86880266
b25515,4.916937307,-0.903699129
b25516,1.787296678,-2.515489021
b25517,1.615512775,-3.702241672
b25518,2.665689761,-2.878125212
b25519,0.203370617,-2.822623096
b25520,2.662583441,-3.711742436
b25521,1.850107531,-3.291223469
b25522,3.153692906,-3.648203329
b25523,2.803749511,-2.713431036
b25524,2.847880999,-3.868968975
b25525,1.018355132,-1.573348173
b25526,1.74166013,-3.26188845
b25527,3.106155723,-2.828672858
b25528,3.125322327,-1.312740171
b25529,2.717961087,-5.162355511
b25530,2.150136988,-2.221822977
b25531,3.58432169,-4.501175044
b25532,3.104116095,-3.559540497
b25533,0.977108433,-3.450771917
b25534,4.529316522,-4.117883529
b25535,0.947545446,-2.037267988
b25536,3.147427953,-3.849772246
b25537,3.043200305,-3.861090542
b25538,1.415116902,-2.513237413
b25539,2.233003654,-3.064452612
b25540,1.779582614,-3.583429338
b25541,3.013338742,-2.872287429
b25542,3.072740542,-3.513596309
b25543,2.681193654,-3.402423987
b25544,2.524598798,-5.130515346
b25545,1.604306817,-2.596027397
b25546,3.25695672,-3.534668744
b25547,4.262602931,-1.828883538
b25548,2.785203283,-4.308442329
b25549,4.395102401,-2.846264942
b25550,2.866821866,-3.098090905
b25551,1.668761252,-4.276896548
b25552,2.29504,-1.841944631
b25553,4.176988227,-3.459928707
b25554,2.401128713,-2.617855526
b25555,2.787396798,-3.389905693
b25556,3.507932852,-1.738641785
b25557,3.96789284,-3.249029461
b25558,3.642713966,-2.90582981
b25559,2.33120652,-3.027605527
b25560,3.292543116,-2.214240267
b25561,3.047097877,-2.908171019
b25562,2.738560973,-3.423608293
b25563,2.030814135,-2.073722143
b25564,3.438763254,-3.526527112
b25565,2.800249668,-2.998000784
b25566,4.760444205,-2.975753322
b25567,-0.069217154,-3.613375822
b25568,2.246435866,-1.848777093
b25569,3.382760434,-4.035340852
b25570,2.146888817,-1.734041209
b25571,3.413229688,-4.107641139
b25572,3.345683976,-1.544788492
b25573,2.251283712,-4.374176969
b25574,2.654562239,-0.770601078
b25575,1.729619084,-2.868950846
b25576,2.866329922,-2.916440919
b25577,4.666785536,-1.919369035
b25578,2.05442367,-3.558377485
b25579,0.982587539,-2.604957794
b25580,2.540711106,-1.253132894
b25581,3.486319035,-3.628859901
b25582,4.400826014,-2.924741379
b25583,3.537587978,-1.72725714
b25584,0.77056183,-3.261406174
b25585,2.242297571,-3.183403914
b25586,3.319933888,-2.959321491
b25587,2.960931114,-2.871379706
b25588,4.001521662,-2.77031253
b25589,1.244782094,-0.998853385
b25590,3.698057574,-1.606254248
b25591,1.954053788,-2.462452723
b25592,2.370422844,-2.304725406
b25593,3.368924069,-1.928621165
b25594,2.71684796,-3.42970394
b25595,2.979448935,-1.597029931
b25596,2.758278695,-2.81820967
b25597,1.703609454,-2.102636761
b25598,3.252895992,-3.416807171
b25599,3.894183766,-3.374165755
b25600,2.210286793,-3.302238202
b25601,2.673434948,-1.81706526
b25602,2.293821386,-0.343972688
b25603,2.270283641,-2.732806785
b25604,3.141679772,-4.395743624
b25605,3.436861197,-2.155756374
b25606,1.660397719,-3.800761902
b25607,3.29963173,-2.490573244
b25608,2.162375119,-2.408283324
b25609,3.913369631,-2.74874871
b25610,4.468821378,-2.172221669
b25611,2.080816505,-2.380299643
b25612,2.395662185,-3.031733577
b25613,0.86110647,-5.015082911
b25614,3.12179892,-4.142281937
b25615,3.959128168,-2.717654445
b25616,2.289906459,-3.6345079
b25617,2.867567781,-2.07627745
b25618,2.723300019,-3.881656169
b25619,3.574116383,-3.677703599
b25620,1.841087054,-1.606719184
b25621,3.032223272,-2.742840592
b25622,3.635891076,-3.294905708
b25623,2.41644272,-4.065919722
b25624,3.086244817,-2.812363202
b25625,4.768449849,-2.553841741
b25626,2.567034303,-3.000880281
b25627,3.031060166,-3.456968293
b25628,2.499000676,-3.681894743
b25629,2.92376373,-3.361509984
b25630,2.9937553,-3.852592238
b25631,2.495375311,-5.268511178
b25632,2.651546761,-2.256512003
b25633,1.781661253,-3.766416958
b25634,1.703487449,-2.801294749
b25635,3.107793381,-1.919400315
b25636,-0.55079737,-5.357280263
b25637,2.594452032,-3.103444189
b25638,4.083731107,-2.66622715
b25639,1.709595632,-3.385865935
b25640,2.850912777,-4.677547981
b25641,1.446002417,-4.584231949
b25642,2.199649353,-4.597890688
b25643,2.786586013,-5.97348477
b25644,3.791032035,-2.801135192
b25645,2.485315487,-1.701412785
b25646,3.617609835,-3.265621855
b25647,2.851222612,-4.085689882
b25648,1.378613554,-2.880038004
b25649,4.354783652,-4.442883942
b25650,3.702175893,-4.841052744
b25651,1.850528969,-3.235041435
b25652,2.172357079,-2.397437831
b25653,3.166928503,-2.548855683
b25654,4.667422445,-2.832636351
b25655,2.801394521,-1.149113227
b25656,2.72639968,-2.449031397
b25657,2.769151668,-3.380788107
b25658,3.620671653,-2.298604176
b25659,3.269784339,-3.052941638
b25660,4.11956651,-3.69192073
b25661,2.090452441,-0.343499413
b25662,3.24060569,-3.951336878
b25663,3.939161664,-3.241429758
b25664,3.004691848,-3.137921102
b25665,3.901180513,-5.238898614
b25666,2.006795773,-3.311234218
b25667,2.667626279,-1.828923617
b25668,1.298777739,-2.375130305
b25669,4.803084814,-4.233872391
b25670,3.71274296,-2.934438986
b25671,2.328281639,-2.222442082
b25672,2.483133037,-3.004822769
b25673,1.254287372,-4.303265235
b25674,1.730472034,-1.024619813
b25675,1.825922215,-3.622510454
b25676,3.773116236,-3.696068851
b25677,3.220584536,-4.017574634
b25678,4.559498803,-2.488153985
b25679,3.22891584,-4.136464291
b25680,2.61944746,-1.788196091
b25681,2.756492355,-2.456834681
b25682,1.650587224,-3.268750191
b25683,2.249925268,-1.280576436
b25684,3.268471751,-2.608693752
b25685,5.031758379,-1.414571336
b25686,2.96011696,-3.576708204
b25687,5.505938277,-1.543543747
b25688,0.369957,-2.510710884
b25689,2.336446566,-3.382874573
b25690,2.094937028,-3.794782269
b25691,2.243344235,-4.897636621
b25692,3.670876719,-5.126974284
b25693,2.30127404,-2.713783575
b25694,2.764050142,-3.65206684
b25695,3.768791098,-1.699038471
b25696,3.311729757,-3.718183897
b25697,3.15810571,-3.901389575
b25698,4.235540555,-2.333405627
b25699,2.382894919,-1.990499644
b25700,1.191345138,-3.814910442
b25701,3.719425493,-3.195044784
b25702,3.026465556,-2.621952716
b25703,3.21296913,-2.800220746
b25704,3.750499393,-1.281885965
b25705,2.747223849,-2.69143412
b25706,3.471699833,-2.02074559
b25707,1.569978723,-2.15794417
b25708,4.159650944,-2.456221751
b25709,3.644222327,-2.88337136
b25710,2.68046099,-2.19601153
b25711,1.081832539,-4.905816158
b25712,2.209632563,-0.182547774
b25713,2.145577462,-1.755597984
b25714,0.37285286,-2.062429753
b25715,3.187935248,-1.421930664
b25716,4.794786823,-3.616730469
b25717,2.671745386,-2.228911224
b25718,2.570683957,-1.827781676
b25719,2.654605476,-2.185993813
b25720,2.157177861,-2.178805663
b25721,3.679750155,-2.225901612
b25722,4.654867634,-2.366121235
b25723,3.196221306,-4.235310137
b25724,1.623500638,-3.817425934
b25725,3.13914097,-0.890206385
b25726,3.098074324,-2.642490265
b25727,1.829108818,-3.346242121
b25728,1.858023519,-2.279408416
b25729,3.77524511,-1.850398512
b25730,0.622125009,-2.125585722
b25731,0.736781981,-4.224849633
b25732,2.216356018,-2.968088193
b25733,2.189685909,-4.949073964
b25734,3.05980955,-2.751636214
b25735,3.422788161,-3.36559981
b25736,1.840386239,-4.676325355
b25737,3.602368275,-1.66294758
b25738,3.402333896,-2.046712924
b25739,2.978729639,-2.883929308
b25740,2.940643751,-3.95652284
b25741,4.088088606,-2.965835852
b25742,1.92823074,-3.954585214
b25743,3.756059378,-1.43343834
b25744,2.633321501,-3.981420149
b25745,3.501472895,-2.150942657
b25746,2.966098119,-4.024826408
b25747,2.605449242,-0.524831098
b25748,2.366063124,-3.876657908
b25749,3.808664221,-3.232773597
b25750,2.018922619,-2.534657071
b25751,2.949546317,-3.181798946
b25752,1.480324169,-2.562288808
b25753,1.701465362,-1.78390964
b25754,2.753773166,-1.418331509
b25755,4.342622266,-3.672912926
b25756,4.51491639,-3.404834064
b25757,3.493009094,-3.299567651
b25758,3.044699714,-2.429657572
b25759,3.738640501,-2.252283595
b25760,1.863395192,-2.361629523
b25761,2.528492092,-2.805792605
b25762,4.476419972,-1.199890554
b25763,1.099040131,-1.968307918
b25764,2.369355201,-2.567706088
b25765,3.346107728,-3.074696558
b25766,2.76054346,-4.587478683
b25767,1.993734074,-3.631959093
b25768,3.277784097,-3.40235609
b25769,2.490067064,-3.723365711
b25770,3.591744248,-3.495333295
b25771,1.4886314,-5.012201803
b25772,2.289131321,-2.024553017
b25773,3.834027306,-3.209743368
b25774,2.073511226,-4.529203081
b25775,1.258528244,-2.328592557
b25776,2.798527167,-1.119335639
b25777,3.83388394,-3.776589749
b25778,3.199769563,-4.259041469
b25779,3.069738535,-3.071400784
b25780,2.810439606,-4.003155401
b25781,2.093482401,-0.938820913
b25782,2.415382879,-2.439766196
b25783,2.255294738,-4.155477046
b25784,3.492625928,-1.104350077
b25785,2.822425843,-1.80190647
b25786,2.226966041,-4.512347277
b25787,1.643040248,-2.533271715
b25788,2.519709328,-3.025371007
b25789,1.582286491,-4.211847019
b25790,2.195261958,-2.067207564
b25791,1.704301469,-3.759241043
b25792,2.876178307,-2.638878724
b25793,1.892196922,-2.476589291
b25794,1.476181108,-4.637812008
b25795,1.001134124,-2.46830594
b25796,1.834185662,-1.853119153
b25797,3.368527317,-3.126157887
b25798,3.047210221,-5.064291684
b25799,1.479982182,-5.491087125
b25800,2.444108106,-2.335518976
b25801,0.672808001,-1.951599267
b25802,1.215365608,-2.429264981
b25803,3.093599354,-2.892924317
b25804,2.760593956,-3.402470533
b25805,4.560601435,-3.772129999
b25806,3.269008869,-1.792797066
b25807,2.943694946,-3.576766431
b25808,2.931145613,-2.90277335
b25809,3.175169426,-3.019583481
b25810,2.214095429,-2.471560623
b25811,1.624034821,-2.592548176
b25812,2.359359516,-1.879543818
b25813,2.299733707,-1.913740074
b25814,2.033686479,-1.901307801
b25815,4.127904361,-2.396896104
b25816,2.952958137,-3.486279463
b25817,3.876331332,-3.90483199
b25818,2.887226489,-2.460361073
b25819,3.026342564,-3.416667353
b25820,3.502931899,-2.09402787
b25821,3.033414398,-4.794033265
b25822,1.767342531,-4.056087806
b25823,1.439961828,-4.66954075
b25824,2.22156845,-4.117222577
b25825,3.736341719,-2.842397796
b25826,2.407635165,-3.550524421
b25827,2.451445909,-3.124761208
b25828,3.560670137,-3.743792268
b25829,3.264612103,-2.859459231
b25830,2.91122609,-3.710414611
b25831,3.612426447,-4.1693735
b25832,5.295670962,-2.878095252
b25833,2.355798823,-2.744982877
b25834,3.671598341,-2.511848194
b25835,3.058069321,-2.844323281
b25836,3.684981297,-2.173724991
b25837,1.105617526,-2.594396541
b25838,3.100616661,-1.63504112
b25839,1.910693212,-3.072718511
b25840,1.859815972,-2.007165766
b25841,2.657579897,-4.210178362
b25842,2.520155909,-2.988580096
b25843,3.572514655,-3.514243923
b25844,1.973609379,-2.657222619
b25845,4.000649245,-3.234710884
b25846,2.653083898,-4.505788154
b25847,3.419532504,-3.843007616
b25848,2.162650569,-3.248141818
b25849,3.374152251,-4.460340064
b25850,4.740986221,-3.726917603
b25851,4.515077712,-2.90342289
b25852,3.280972211,-1.586822336
b25853,2.705209184,-1.613694359
b25854,3.484992498,-2.388251064
b25855,2.513448099,-3.604797977
b25856,2.38776686,-3.363397226
b25857,1.876053068,-2.705204251
b25858,2.000817318,-2.135104111
b25859,2.059052318,-1.789582565
b25860,1.854147874,-4.052186378
b25861,1.952019036,-1.22375002
b25862,3.810738542,-2.953429779
b25863,4.660217082,-1.167456876
b25864,3.356057525,-2.589218274
b25865,2.98108525,-1.931466228
b25866,2.018722167,-3.33110246
b25867,1.874013715,-1.953734041
b25868,3.424250615,-1.389301593
b25869,3.547911953,-1.262505327
b25870,0.115277711,-3.728132007
b25871,2.320787586,-3.441531373
b25872,2.562491464,-1.73155803
b25873,3.328716306,-2.983661862
b25874,3.696936602,-2.76899181
b25875,2.790112022,-4.025069393
b25876,2.59566634,-2.080220614
b25877,1.689632981,-2.292642465
b25878,2.248167581,-3.942116382
b25879,2.111434458,-2.728804236
b25880,2.818473757,-1.529938043
b25881,1.996581136,-3.610083661
b25882,3.952784787,-2.978344749
b25883,3.336589306,-4.157860813
b25884,3.188119757,-1.991054773
b25885,0.581622456,-3.100204566
b25886,3.375816819,-3.227955001
b25887,3.170851403,-1.639326512
b25888,3.421706946,-2.565948452
b25889,2.772688803,-2.943564145
b25890,3.673856656,-3.5240086
b25891,4.661214081,-5.158638694
b25892,2.77535173,-3.282586664
b25893,3.167613416,-3.157521959
b25894,2.956672027,-2.09935038
b25895,2.060876102,-1.69185016
b25896,3.042434019,-2.084619669
b25897,2.782291288,-3.739724867
b25898,2.243962105,-2.790105183
b25899,2.875830758,-2.778518652
